Order #,Date Seen,Title,Letter Rating,Score,Year Watched,Location,Format,Release Year,Rotten Tomatoes,Length (Minutes),RT/Minute,Poster URL,Genres
1454,October-22,Spenser Confidential,B-,10,2022,Portola Valley,Netflix,2020,,111,32%,https://image.tmdb.org/t/p/w500/fePczipv6ZzDO2uoww4vTAu2Sq3.jpg,"Comedy, Action, Thriller"
1455,July-19,Spider Man: Far from Home,B-,10,2019,Peninsula,Theatre,2019,,130,69%,https://image.tmdb.org/t/p/w500/4q2NNj4S5dG2RLF9CpXsej7yXl.jpg,"Action, Adventure, Sci Fi"
1456,July-20,Splash,B-,10,2020,Portola Valley,On-Demand/PPV,1984,,111,NA,https://image.tmdb.org/t/p/w500/7FutTsMWBwVhjk1Ujf1wtndUVZh.jpg,"Comedy, Romance, Fantasy"
1457,,Stakeout II,B-,10,Pre-2006,,,1993,,109,NA,https://image.tmdb.org/t/p/w500/hBItFUmCrRS1mel0TM69ymBD79k.jpg,"Comedy, Crime, Action"
1458,,Star Wars,B-,10,Pre-2006,,,1977,,121,NA,https://image.tmdb.org/t/p/w500/6FfCtAuVAW8XJjZ7eWeLibRLWTw.jpg,"Adventure, Action, Sci Fi"
1459,,The Empire Strikes Back,B-,10,Pre-2006,,,1980,,124,NA,https://image.tmdb.org/t/p/w500/nNAeTmF4CtdSgMDplXTDPOpYzsX.jpg,"Adventure, Action, Sci Fi"
1460,,Return of the Jedi,B-,10,Pre-2006,,,1983,,131,NA,https://image.tmdb.org/t/p/w500/jQYlydvHm3kUix1f8prMucrplhm.jpg,"Adventure, Action, Sci Fi"
1461,,Starsky & Hutch,B-,10,Pre-2006,,,2004,,101,NA,https://image.tmdb.org/t/p/w500/fmBYVkBjhVspPv3GGus84qhBo1a.jpg,"Comedy, Crime"
1462,July-07,Staying Alive,B-,10,2007,,,1983,,93,NA,https://image.tmdb.org/t/p/w500/mFyTQt1HRlqr5SCEkuO4NoHM5B9.jpg,"Drama, Music"
1463,,Striking Distance,B-,10,Pre-2006,,,1993,,102,NA,https://image.tmdb.org/t/p/w500/1bLazrQWJQhO6u58vJZXJZ3ZFDh.jpg,"Crime, Action, Mystery, Thriller"
1464,,"Substitute, The",B-,10,Pre-2006,,,1996,,114,NA,https://image.tmdb.org/t/p/w500/iy1Q3aT2URQWhX1YeEB243FHizV.jpg,"Action, Crime, Drama, Thriller"
1465,,"Sum of All Fears, The",B-,10,Pre-2006,,,2002,,124,NA,https://image.tmdb.org/t/p/w500/3E4LW4bjRhEMDeeXeIsmkJ94v8K.jpg,"Thriller, Action, Drama"
1466,,Summer School,B-,10,Pre-2006,,,1987,,97,NA,https://image.tmdb.org/t/p/w500/hYw53Ghao0vcN0GKIOCvHWXNMQh.jpg,Comedy
1467,,Swordfish,B-,10,Pre-2006,,,2001,,99,NA,https://image.tmdb.org/t/p/w500/mM6h4jMqC4q5IaFgBIGKQDLnRU.jpg,"Action, Crime, Thriller"
1468,May-23,"Swimmers, The",B-,10,2023,Plane,Netlix,2022,,134,62%,https://image.tmdb.org/t/p/w500/u9MiJ6zLpDw4s3qZz93WDVwTUIo.jpg,"Drama, History"
1469,,"Tailor of Panama, The",B-,10,Pre-2006,,,2001,,109,NA,https://image.tmdb.org/t/p/w500/na80ysnoCvoxwGTMWCWYvnmaDlz.jpg,"Drama, Thriller"
1470,August-06,Talladega Nights: The Ballad of Ricky Bobby,B-,10,2006,,,2006,,108,NA,https://image.tmdb.org/t/p/w500/3iCiTqsmJz1mO85AHzTiHNkRmb6.jpg,Comedy
1471,July-24,Tangled,B-,10,2024,Portola Valley,Disney +,2010,,101,88%,https://image.tmdb.org/t/p/w500/ym7Kst6a4uodryxqbGOxmewF235.jpg,"Animation, Family, Adventure"
1472,,Teenage Mutant Ninja Turtles,B-,10,Pre-2006,,,2014,,101,NA,https://image.tmdb.org/t/p/w500/azL2ThbJMIkts3ZMt3j1YgBUeDB.jpg,"Sci Fi, Action, Adventure, Comedy"
1473,January-22,"Tender Bar, The",B-,10,2022,Portola Valley,Amazon Prime,2021,,106,49%,https://image.tmdb.org/t/p/w500/m6Ej3F4tYTOHD26fvX1zN9bcEUg.jpg,Drama
1474,October-22,"Terminal, The",B-,10,2022,Portola Valley,Netflix,2004,,128,48%,https://image.tmdb.org/t/p/w500/cPB3ZMM4UdsSAhNdS4c7ps5nypY.jpg,"Comedy, Drama"
1475,,That Thing You Do,B-,10,Pre-2006,,,1996,,108,NA,https://image.tmdb.org/t/p/w500/9RmZu33qHdyZFGLfhEOmkTjdNEu.jpg,"Comedy, Drama, Romance, Music"
1476,,Things to Do in Denver When You're Dead,B-,10,Pre-2006,,,1995,,115,NA,https://image.tmdb.org/t/p/w500/3LxYzYybOVpnw0juCSlNL5cj8NK.jpg,"Drama, Crime"
1477,November-13,This Is The End,B-,10,2013,Peninsula,On-Demand/PPV,2013,,107,78%,https://image.tmdb.org/t/p/w500/tNIW0NhX1hKvUsy6PQ80DOKUhkD.jpg,"Action, Comedy"
1478,,Throw Momma From the Train,B-,10,Pre-2006,,,1987,,88,NA,https://image.tmdb.org/t/p/w500/Ap0Wo7hNS6WW1wdPOKYM3SNpewY.jpg,"Comedy, Crime, Thriller"
1479,,Titanic,B-,10,Pre-2006,,,1997,,194,NA,https://image.tmdb.org/t/p/w500/9xjZS2rlVxm8SFx8kPC3aIGCOYQ.jpg,"Drama, Romance"
1480,November-13,"To Do List, The",B-,10,2013,Peninsula,On-Demand/PPV,2013,,104,50%,https://image.tmdb.org/t/p/w500/vSVYCcvDJljrESZo1jJyXPVvwfk.jpg,"Comedy, Romance"
1481,,Total Rebuild,B-,10,Pre-2006,,,1988,,48,NA,https://image.tmdb.org/t/p/w500/dArxZlb8vS62vFEBWA04YaKDTBp.jpg,Documentary
1482,,Tough Guys,B-,10,Pre-2006,,,1986,,104,NA,https://image.tmdb.org/t/p/w500/eDp0MPUSCeXrIziaZC65iUHISLs.jpg,"Comedy, Crime"
1483,,Trespass,B-,10,Pre-2006,,,2011,,91,NA,https://image.tmdb.org/t/p/w500/yP60huMcPTWOJfplRLi4FQAEQxX.jpg,Thriller
1484,,U.S. Marshals,B-,10,Pre-2006,,,1998,,131,NA,https://image.tmdb.org/t/p/w500/5ST0BydDSXtW5AtfDDhTVS13pTt.jpg,"Thriller, Crime, Action"
1485,,Unbreakable,B-,10,Pre-2006,,,2000,,106,NA,https://image.tmdb.org/t/p/w500/mLuehrGLiK5zFCyRmDDOH6gbfPf.jpg,"Thriller, Drama, Mystery"
1486,August-22,Uncharted,B-,10,2022,Portola Valley,Netflix,2022,,116,35%,https://image.tmdb.org/t/p/w500/rJHC1RUORuUhtfNb4Npclx0xnOf.jpg,"Action, Adventure"
1487,April-22,Uncut Gems,B-,10,2022,Portola Valley,Netflix,2019,,135,68%,https://image.tmdb.org/t/p/w500/sg0xxJeb3u1C4kAxhSuTwTNpEDt.jpg,"Drama, Thriller, Crime"
1488,May-24,Unfrosted,B-,10,2024,Portola Valley,Netflix,2024,,93,45%,https://image.tmdb.org/t/p/w500/zxcpbkiyv81u1frI7b0f6qaYufE.jpg,"Comedy, History"
1489,,Universal Soldier,B-,10,Pre-2006,,,1992,,102,NA,https://image.tmdb.org/t/p/w500/fp0mWrHl1SW9PhP8QcsgYPoVYFc.jpg,"Thriller, Action, Sci Fi, Crime"
1490,March-22,Untold: Breaking Point),B-,10,2022,Portola Valley,Netlix,2021,,68,NA,https://image.tmdb.org/t/p/w500/a8VCNVOYDgXFR7kZ9xz63uEcczg.jpg,Documentary
1491,November-15,Vacation,B-,10,2015,Portola Valley,On-Demand/PPV,2015,,99,26%,https://image.tmdb.org/t/p/w500/fYDALvoCt3DBlSWN6pSAnGQ9ld7.jpg,"Comedy, Adventure"
1492,December-08,Van Wilder 2: The Rise of Taj,B-,10,2008,Florida,TV,2006,,97,8%,https://image.tmdb.org/t/p/w500/yJmLmors19hXAZn8wmFLtbOs3Qq.jpg,"Comedy, Romance"
1493,,"Vanishing, The",B-,10,Pre-2006,,,1988,,107,NA,https://image.tmdb.org/t/p/w500/eE5bbuRJluooG2MjEAsLEYyuJoa.jpg,"Thriller, Mystery"
1494,,Vice Versa,B-,10,Pre-2006,,,1988,,98,NA,https://image.tmdb.org/t/p/w500/iFTyxz6qvGAPNvZWwANuyvHz95H.jpg,"Comedy, Fantasy"
1495,March-24,Vision Quest,B-,10,2024,Portola Valley,Amazon Prime,1985,,107,56%,https://image.tmdb.org/t/p/w500/l3g4e6ocqGA8aNL1hIrIVWLkljL.jpg,"Drama, Romance"
1496,,Volcano,B-,10,Pre-2006,,,1997,,104,NA,https://image.tmdb.org/t/p/w500/5xIjktjXuro7anZ6AR58t5ZYWjQ.jpg,"Sci Fi, Action, Drama, Thriller"
1497,September-10,Waiting for Superman,B-,10,2010,Peninsula,Theatre,2010,,102,87%,https://image.tmdb.org/t/p/w500/l7mRlEi4VCEH7sfgaXX1b6LzsXn.jpg,Documentary
1498,,War Games,B-,10,Pre-2006,,,2010,,98,NA,https://image.tmdb.org/t/p/w500/ygb1XDNhc3RlNtGqhU95Ii5m47f.jpg,
1499,,Waterworld,B-,10,Pre-2006,,,1995,,135,NA,https://image.tmdb.org/t/p/w500/X4UyUO5jgzs3c5YafnmYKLKKYw.jpg,"Adventure, Action, Sci Fi"
1500,,Wayne's World II,B-,10,Pre-2006,,,1993,,95,NA,https://image.tmdb.org/t/p/w500/72TBNPN06oo1myHqihwcCQVDl48.jpg,Comedy
1501,,Wedding Crashers,B-,10,Pre-2006,,,2005,,119,NA,https://image.tmdb.org/t/p/w500/lFM3lk2zVzC1YFnKm0r6LbFPyRu.jpg,"Comedy, Romance"
1502,8/15/2015,Wet Hot American Summer,B-,10,2015,Peninsula,Netflix,2001,,97,33%,https://image.tmdb.org/t/p/w500/eTwZCGbCIKmfwfRkbmh2fbuuH5w.jpg,Comedy
1503,,What Dreams May Come,B-,10,Pre-2006,,,1998,,113,NA,https://image.tmdb.org/t/p/w500/78wCdphUzeb528wLZw2W0fn7yGB.jpg,"Drama, Fantasy, Romance"
1504,,What Women Want,B-,10,Pre-2006,,,2000,,127,NA,https://image.tmdb.org/t/p/w500/eqkBEMDk1316Yx5wVoabWY07JAi.jpg,"Comedy, Romance"
1505,February-18,When We First Met,B-,10,2018,Portola Valley,Netflix,2018,,97,40%,https://image.tmdb.org/t/p/w500/pscQKoikkSJxAu8O5LKtjgGJEt1.jpg,"Comedy, Romance, Fantasy"
1506,September-12,White Chicks,B-,10,2012,Peninsula,PPV,2004,,106,14%,https://image.tmdb.org/t/p/w500/aHTUpo45qy9QYIOnVITGGqLoVcA.jpg,"Comedy, Crime"
1507,,White Squall,B-,10,Pre-2006,,,1996,,129,NA,https://image.tmdb.org/t/p/w500/muhTVa52IufjTaqNseXFQUAEuyG.jpg,"Drama, Adventure"
1508,February-08,Why We Fight,B-,10,2008,Boston,DVD,2006,,99,80%,https://image.tmdb.org/t/p/w500/kfOmnlwt1rrhxmxc05X3i9mHSOs.jpg,"Documentary, History"
1509,,Wildcats,B-,10,Pre-2006,,,1986,,106,NA,https://image.tmdb.org/t/p/w500/5uQc18I6Mfsg6plBb0VjDrzSZEa.jpg,Comedy
1510,,Winged Migration,B-,10,Pre-2006,,,2001,,89,NA,https://image.tmdb.org/t/p/w500/qjv7cYLSufwf03So0SuRFU7sRxB.jpg,Documentary
1511,March-06,Word Wars,B-,10,2006,,,2004,,80,NA,https://image.tmdb.org/t/p/w500/vOZFWlATXn0Ux3UPOITLDxKhCam.jpg,Documentary
1512,,"World is Not Enough, The",B-,10,Pre-2006,,,1999,,128,NA,https://image.tmdb.org/t/p/w500/wCb2msgoZPK01WIqry24M4xsM73.jpg,"Adventure, Action, Thriller"
1513,June-06,X-Men : The Last Stand,B-,10,2006,,,2006,,104,NA,https://image.tmdb.org/t/p/w500/a2xicU8DpKtRizOHjQLC1JyCSRS.jpg,"Adventure, Action, Sci Fi, Thriller"
1514,July-14,X-Men: Days of Future Past,B-,10,2014,Peninsula,Theatre,2014,,131,69%,https://image.tmdb.org/t/p/w500/tYfijzolzgoMOtegh1Y7j2Enorg.jpg,"Action, Adventure, Sci Fi"
1515,,XXX,B-,10,Pre-2006,,,2002,,124,NA,https://image.tmdb.org/t/p/w500/xeEw3eLeSFmJgXZzmF2Efww0q3s.jpg,"Action, Adventure, Thriller, Crime, Drama"
1516,July-19,Yesterday,B-,10,2019,Peninsula,Theatre,2019,,112,56%,https://image.tmdb.org/t/p/w500/9fYka5CQt9nrb6LOtKicysUf9NA.jpg,"Comedy, Fantasy, Music, Romance"
1517,April-23,You People,B-,10,2023,Croatia,Netflix,2023,,117,35%,https://image.tmdb.org/t/p/w500/x5E4TndwASNkaK2hwgeYfsIVo2x.jpg,"Romance, Comedy"
1518,December-08,A Lot Like Love,C+/B-,9,2008,San Fran,TV,2005,,107,38%,https://image.tmdb.org/t/p/w500/6xrF9zwEbYiYBOalMO14RAWBLLj.jpg,"Comedy, Drama, Romance"
1519,,Autumn in New York,C+/B-,9,Pre-2006,,,2000,,103,NA,https://image.tmdb.org/t/p/w500/avtPZ5vGvFugnY0NK8d3Przx6P7.jpg,"Drama, Romance"
1520,May-17,Bad Moms,C+/B-,9,2017,Peninsula,On-Demand/PPV,2016,,101,57%,https://image.tmdb.org/t/p/w500/u9q10ljhkLj0tNCjlVqe3DCjoU4.jpg,Comedy
1521,October-18,Beetlejuice,C+/B-,9,2018,Portola Valley,On-Demand/PPV,1988,,93,90%,https://image.tmdb.org/t/p/w500/nnl6OWkyPpuMm595hmAxNW3rZFn.jpg,"Fantasy, Comedy"
1522,,Beverly Hills Ninja,C+/B-,9,Pre-2006,,,1997,,88,NA,https://image.tmdb.org/t/p/w500/kAUtHecWe0KS54jNggapnbHBGTI.jpg,"Comedy, Action"
1523,January-22,Black Widow,C+/B-,9,2022,Portola Valley,Disne Plus,2021,,133,59%,https://image.tmdb.org/t/p/w500/7JPpIjhD2V0sKyFvhB9khUMa30d.jpg,"Action, Adventure, Sci Fi"
1524,October-13,"Bling Ring, The",C+/B-,9,2013,Plane,On-Demand/PPV,2013,,90,67%,https://image.tmdb.org/t/p/w500/6yh55qCcdgPRJweDWM2CiEubJCL.jpg,"Drama, Crime"
1525,2/14/2016,Deadpool,C+/B-,9,2016,Peninsula,Theatre,2016,,100,84%,https://image.tmdb.org/t/p/w500/3E53WEZJqP6aM84D8CckXx4pIHw.jpg,"Action, Adventure, Comedy"
1526,May-17,2 Fast 2 Furious,C+/B-,9,2017,Peninsula,On-Demand/PPV,2003,,108,33%,https://image.tmdb.org/t/p/w500/6nDZExrDKIXvSAghsFKVFRVJuSf.jpg,"Action, Crime, Thriller"
1527,3/26/2025,50 First Dates,C+/B-,9,2025,Portola Valley,Netflix,2004,,96,47%,https://image.tmdb.org/t/p/w500/lzUI2Cg7OMfcUNv3f7MywYNBjs6.jpg,"Comedy, Romance"
1528,,Forces of Nature,C+/B-,9,Pre-2006,,,1999,,105,NA,https://image.tmdb.org/t/p/w500/etmjiee84g6G9WALmLkJ1DhenAu.jpg,"Romance, Comedy"
1529,June-09,"Girl Next Door, The",C+/B-,9,2009,San Fran,On-Demand/PPV,2004,,110,51%,https://image.tmdb.org/t/p/w500/6uJw7DiPTCDC7VKjMH3FQuA72sc.jpg,"Comedy, Romance"
1530,May-18,"Girl on the Train, The",C+/B-,9,2018,,On-Demand/PPV,2016,,112,40%,https://image.tmdb.org/t/p/w500/AhTO2QWG0tug7yDoh0XoaMhPt3J.jpg,"Crime, Mystery, Thriller"
1531,November-08,"Grand, The",C+/B-,9,2008,San Fran,DVR,2008,,106,37%,https://image.tmdb.org/t/p/w500/oH36W68vk6R09Dzh9K6wr7ZEcJW.jpg,"Adventure, Fantasy, Horror, TV Movie"
1532,June-07,"Guardian, The",C+/B-,9,2007,,,2006,,139,NA,https://image.tmdb.org/t/p/w500/5HZ1LzihEfwurkyQhwy3POh5QRJ.jpg,"Action, Drama"
1533,,"Hot Chick, The",C+/B-,9,Pre-2006,,,2002,,104,NA,https://image.tmdb.org/t/p/w500/lnnGE4TKa05t20SZ2batuAhXCp4.jpg,"Comedy, Fantasy"
1534,June-16,How to be Single,C+/B-,9,2016,Portola Valley,On-Demand/PPV,2016,,110,45%,https://image.tmdb.org/t/p/w500/a4Ce3qHqIyHM3QfGsiVTAu3YADJ.jpg,"Comedy, Romance"
1535,December-06,How to Lose a Guy in 10 Days,C+/B-,9,2006,,,2003,,116,NA,https://image.tmdb.org/t/p/w500/2dlftyPz7mTYbrsPvTogyFmYd7d.jpg,"Comedy, Romance"
1536,July-22,Kicking and Screaming,C+/B-,9,2022,Portland,On-Demand/PPV,1995,,96,59%,https://image.tmdb.org/t/p/w500/ynAtSpTou7snNOq32djzILw9VCA.jpg,"Comedy, Drama, Romance"
1537,January-22,"Longest Yard, The",C+/B-,9,2022,Portola Valley,Netflix,2005,,113,27%,https://image.tmdb.org/t/p/w500/nbKcVBcxF96ARW2oKHqDYAcLdu.jpg,"Drama, Comedy, Crime"
1538,July-14,Lucy,C+/B-,9,2014,Seattle,Theatre,2014,,89,69%,https://image.tmdb.org/t/p/w500/kRbpUTRNm6QbLQFPFWUcNC4czEm.jpg,"Action, Sci Fi"
1539,July-07,Jarhead,C+/B-,9,2007,,,2005,,125,NA,https://image.tmdb.org/t/p/w500/4rCzaZy5Qkvxh5xaVpHriXSLTgC.jpg,"Drama, War"
1540,November-13,Jobs,C+/B-,9,2013,Peninsula,On-Demand/PPV,2013,,129,20%,https://image.tmdb.org/t/p/w500/mOyZ0UAWaOJartFq2G3Cv0soFtQ.jpg,"Drama, History"
1541,August-08,John Tucker Must Die,C+/B-,9,2008,ATWT,TV,2006,,95,26%,https://image.tmdb.org/t/p/w500/zf4QeuvuaARjcNMfrsV8BMCV12a.jpg,"Comedy, Romance"
1542,August-08,Made of Honor,C+/B-,9,2008,ATWT,On-Demand/PPV,2008,,101,12%,https://image.tmdb.org/t/p/w500/pDg8D0jNqmz7RbCBgblWvmPswHE.jpg,"Comedy, Romance"
1543,July-06,Pirates of the Caribbean 2: Dead Man's Chest,C+/B-,9,2006,,,2006,,151,NA,https://image.tmdb.org/t/p/w500/lAhcKRt0ggTFkeFL95jrGQYaRXs.jpg,"Adventure, Fantasy, Action"
1544,August-07,Maverick,C+/B-,9,2007,,,1994,,127,NA,https://image.tmdb.org/t/p/w500/mTVbGGi5PIexmxVzeyFd2RYKwfM.jpg,"Action, Adventure, Comedy, Drama, Western"
1545,March-06,Red Eye,C+/B-,9,2006,,,2005,,85,NA,https://image.tmdb.org/t/p/w500/j33szyBdJjrmnItyUgPBsqaBECE.jpg,"Thriller, Mystery"
1546,,Short Circuit II,C+/B-,9,Pre-2006,,,1988,,110,NA,https://image.tmdb.org/t/p/w500/648hPsOYVZCI44e4jZgvMUfBtTY.jpg,"Comedy, Family, Sci Fi, Drama"
1547,,Something to Talk About,C+/B-,9,Pre-2006,,,1995,,106,NA,https://image.tmdb.org/t/p/w500/a52KpsmvLNdTdmDzw1fUrJONpfH.jpg,"Comedy, Drama"
1548,August-16,Touch The Wall,C+/B-,9,2016,Portola Valley,Netflix,2014,,114,NA,https://image.tmdb.org/t/p/w500/mQ2n1flQbnngxsSmdOIztivbSL2.jpg,Documentary
1549,October-18,Tag,C+/B-,9,2018,Portola Valley,On-Demand/PPV,2018,,105,54%,https://image.tmdb.org/t/p/w500/eXXpuW2xaq5Aen9N5prFlARVIvr.jpg,"Comedy, Action"
1550,December-08,Valkyrie,C+/B-,9,2008,Florida,Theatre,2008,,120,48%,https://image.tmdb.org/t/p/w500/8eoRtXswC8IQDsqW7iJWO56NhAv.jpg,"Drama, Thriller, War"
1551,June-15,Welcome to Me,C+/B-,9,2015,Peninsula,On-Demand/PPV,2015,,87,80%,https://image.tmdb.org/t/p/w500/pGZV5m7T8NzNC4V2gk304W5SpVX.jpg,"Comedy, Drama"
1552,April-18,While We're Young,C+/B-,9,2018,Portola Valley,Netflix,2015,,94,89%,https://image.tmdb.org/t/p/w500/rdYXGeK3OZjBrd2R8A1sSS0Kxcq.jpg,"Comedy, Drama, Mystery"
1553,January-15,Veronica Mars,C+/B-,9,2015,Portola Valley,On-Demand/PPV,2014,,108,72%,https://image.tmdb.org/t/p/w500/qWBAPJdew9MRUv8ApRPkXAM1feB.jpg,"Crime, Drama, Comedy"
1554,November-08,You Only Live Twice,C+/B-,9,2008,San Fran,On-Demand/PPV,1967,,117,59%,https://image.tmdb.org/t/p/w500/fdRbvRcEXcf2rC4ghLFZzCWPSmB.jpg,"Action, Thriller, Adventure"
1555,October-22,101 Dalmatians,C+,9,2022,Portola Valley,Disney +,1996,,103,40%,https://image.tmdb.org/t/p/w500/8o2ADoAyG796UwTjwBFjPyBz0yG.jpg,"Family, Comedy"
1556,December-13,Anchorman 2: The Legend Continues,C+,9,2013,Florida,Theatre,2013,,119,62%,https://image.tmdb.org/t/p/w500/BAdmxMdCqzjs6hx3KuEtnoWP8d.jpg,Comedy
1557,November-14,Airplane,C+,9,2014,Peninsula,On-Demand/PPV,1980,,88,111%,https://image.tmdb.org/t/p/w500/7Q3efxd3AF1vQjlSxnlerSA7RzN.jpg,Comedy
1558,June-19,Always Be My Maybe,C+,9,2019,Portola Valley,Netflix,2019,,102,88%,https://image.tmdb.org/t/p/w500/3BO6pPa7qDcpPYct061Luh9fvst.jpg,"Romance, Comedy"
1559,September-23,Love at First Sight,C+,9,2023,Portola Valley,Netflix,2023,,90,84%,https://image.tmdb.org/t/p/w500/vCMGlarDrcmhclBmnYoH7JUCDuA.jpg,"Romance, Drama"
1560,February-23,Avatar: The Way of Water,C+,9,2023,Redwood City,Theatre,2022,,192,40%,https://image.tmdb.org/t/p/w500/t6HIqrRAclMCA60NsSmeqe9RmNV.jpg,"Action, Adventure, Sci Fi"
1561,October-22,The Bad News Bears,C+,9,2022,Portola Valley,On-Demand/PPV,1976,,102,95%,https://image.tmdb.org/t/p/w500/kJNXMni0ObOXLth6v9xpUhWbtrp.jpg,"Family, Comedy"
1562,November-08,Baby Mama,C+,8,2008,San Fran,On-Demand/PPV,2008,,99,62%,https://image.tmdb.org/t/p/w500/xZOwucsL5NInPyFcmqJzytHkaJR.jpg,"Comedy, Romance"
1563,September-20,Bad Teacher,C+,8,2020,Portola Valley,Netflix,2011,,92,49%,https://image.tmdb.org/t/p/w500/zpIY4qUSX91J9XpPgr0hFrk1eKr.jpg,Comedy
1564,,Barbarians At The Gate,C+,8,Pre-2006,,,1993,,107,NA,https://image.tmdb.org/t/p/w500/v8StvvS5thbpsidFFPUth6vMziS.jpg,"Comedy, Drama, TV Movie"
1565,December-99,Batman v Superman: Dawn of Justice,C+,8,2016,Portola Valley,On-Demand/PPV,2016,,151,18%,https://image.tmdb.org/t/p/w500/5UsK3grJvtQrtzEgqNlDljJW96w.jpg,"Action, Adventure, Fantasy"
1566,May-07,The Break-Up,C+,8,2007,,,2006,,106,NA,https://image.tmdb.org/t/p/w500/ghCLIPRZNAndBoIZJ8f7lN5Mlly.jpg,"Romance, Comedy"
1567,May-11,Bridesmaids,C+,8,2011,DC,Theatre,2011,,124,73%,https://image.tmdb.org/t/p/w500/gJtA7hYsBMQ7EM3sPBMUdBfU7a0.jpg,"Comedy, Romance"
1568,,Cable Guy,C+,8,Pre-2006,,,1996,,96,NA,https://image.tmdb.org/t/p/w500/YJt9l3RdrRohI95btQKPXwpdii.jpg,"Comedy, Drama, Thriller"
1569,December-24,Carry-On,C+,8,2024,Portola Valley,Netflix,2024,,119,73%,https://image.tmdb.org/t/p/w500/sjMN7DRi4sGiledsmllEw5HJjPy.jpg,"Thriller, Action"
1570,June-07,Catch and Release,C+,8,2007,,,2006,,124,NA,https://image.tmdb.org/t/p/w500/mcGvcb65JdftAHxyhxd2dxCPNOa.jpg,"Comedy, Drama, Romance"
1571,,Charlie's Angels: Full Throttle,C+,8,Pre-2006,,,2003,,106,NA,https://image.tmdb.org/t/p/w500/n4cdJ0Wqxb7C0HmZbcaC4eYnkIf.jpg,"Action, Adventure, Comedy"
1572,,"Chase, The",C+,8,Pre-2006,,,1994,,94,NA,https://image.tmdb.org/t/p/w500/qTlMQv1xnnuJha3vMa3LPH8QSxZ.jpg,"Adventure, Comedy, Action, Crime"
1573,December-21,Chloe,C+,8,2021,Portola Valley,Netflix,2009,,96,53%,https://image.tmdb.org/t/p/w500/7VC7Q7GvIhEECIU3fiaRf71mxV6.jpg,"Drama, Thriller, Mystery"
1574,,Citizen Kane,C+,8,Pre-2006,,,1941,,119,NA,https://image.tmdb.org/t/p/w500/sav0jxhqiH0bPr2vZFU0Kjt2nZL.jpg,"Mystery, Drama"
1575,,Color of Night,C+,8,Pre-2006,,,1994,,121,NA,https://image.tmdb.org/t/p/w500/w1OBPkf3BxeC7543YzFwiKIwBFJ.jpg,"Romance, Mystery, Thriller"
1576,December-12,Confessions of a Superhero,C+,8,2012,Peninsula,On-Demand/PPV,2007,,93,108%,https://image.tmdb.org/t/p/w500/bNLMLncZAYqGGWHiE7Iew2IsREq.jpg,Documentary
1577,October-24,Couples Retreat,C+,8,2024,Portola Valley,Netflix,2009,,114,9%,https://image.tmdb.org/t/p/w500/igXVSRZsNX3TZsKrQqSyEJvzHRF.jpg,"Comedy, Romance"
1578,July-23,Creed III,C+,8,2023,Portola Valley,On-Demand/PPV,2023,,116,76%,https://image.tmdb.org/t/p/w500/cvsXj3I9Q2iyyIo95AecSd1tad7.jpg,"Drama, Action"
1579,,Cyborg,C+,8,Pre-2006,,,1989,,86,NA,https://image.tmdb.org/t/p/w500/rwzRUC6inDraeIQD8f0FYteSonL.jpg,"Sci Fi, Action, Thriller, Adventure"
1580,April-06,Dave Chappelle's Block Party,C+,8,2006,,,2005,,103,NA,https://image.tmdb.org/t/p/w500/lGS9iKGGRjM049ZGK4J8TvQeBHg.jpg,"Comedy, Documentary, Music"
1581,October-22,DC League of Super-Pets,C+,8,2022,Redwood City,Theatre,2022,,106,69%,https://image.tmdb.org/t/p/w500/qpPMewlugFaejXjz4YNDnpTniFX.jpg,"Family, Comedy, Adventure, Animation, Sci Fi"
1582,August-11,Dinner for Schmucks,C+,8,2011,Peninsula,On-Demand/PPV,2010,,113,38%,https://image.tmdb.org/t/p/w500/djwkUFhkM81gIsI9ZZ7I6ajZAKY.jpg,Comedy
1583,July-14,Divergent,C+,8,2014,SoCal,On-Demand/PPV,2014,,139,29%,https://image.tmdb.org/t/p/w500/aNh4Q3iuPKDMPi2SL7GgOpiLukX.jpg,"Action, Adventure, Sci Fi"
1584,,Double Impact,C+,8,Pre-2006,,,1991,,110,NA,https://image.tmdb.org/t/p/w500/tmzwvSqoMC37Tgqwj4mA2dHNSmw.jpg,"Thriller, Action, Crime, Drama"
1585,,Drop Dead Fred,C+,8,Pre-2006,,,1991,,103,NA,https://image.tmdb.org/t/p/w500/v2kadCRcRdq8a0aRbQg4yVk3Xmd.jpg,"Comedy, Fantasy, Family"
1586,October-22,Elizabethtown,C+,8,2022,Portola Valley,On-Demand/PPV,2005,,123,23%,https://image.tmdb.org/t/p/w500/mOdlzAQxhMgiaazRzif1YtJzg9s.jpg,"Comedy, Drama, Romance"
1587,October-15,Entourage,C+,8,2015,Peninsula,On-Demand/PPV,2015,,105,33%,https://image.tmdb.org/t/p/w500/28dqsx1jCxhR05DfH35ui13ywNZ.jpg,"Comedy, Drama"
1588,December-21,"Escort, The",C+,8,2021,Portola Valley,Netflix,2015,,85,NA,https://image.tmdb.org/t/p/w500/3PjXRUHXpqXh5SCF8mHOOuaQrhv.jpg,"Drama, Comedy, Romance"
1589,,Face Off,C+,8,Pre-2006,,,2015,,98,NA,https://image.tmdb.org/t/p/w500/jRekjhkth7tzjocBjBGv5SLC9Nv.jpg,Comedy
